"","found_taxa","worms_name","verbatim_name","gbif_name","ncbi_name","ncbi_commonname","gbif_usagekey","ncbi_uid","gbif_status","worms_aphiaid","worms_status","freshwater_only","kingdom","phylum","class","order","family","genus","compare_name","in_region"
"1424","Coregonus baicalensis","Coregonus baicalensis","Coregonus baicalensis","Coregonus baicalensis","Coregonus baicalensis","Baikal whitefish",2351145,86068,"accepted",1019719,"accepted",1,"Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Coregonus","Coregonus baicalensis","no"
"1425","Coregonus artedi","Coregonus artedi","Coregonus artedi","Coregonus artedi","Coregonus artedi","cisco",2351092,36181,"accepted",158725,"accepted",0,"Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Coregonus","Coregonus artedi","no"
"1426","Coregonus zenithicus","Coregonus zenithicus","Coregonus zenithicus","Coregonus zenithicus","Coregonus zenithicus","shortjaw cisco",2350935,56554,"accepted",567528,"accepted",1,"Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Coregonus","Coregonus zenithicus","no"
"1427","Coregonus sardinella","Coregonus sardinella","Coregonus sardinella","Coregonus sardinella","Coregonus sardinella","least cisco",2350950,241494,"accepted",127181,"accepted",0,"Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Coregonus","Coregonus sardinella","yes"
"1428","Coregonus chadary","Coregonus chadary","Coregonus chadary","Coregonus chadary","Coregonus chadary","Khadary whitefish",2351091,591250,"accepted",1020664,"accepted",1,"Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Coregonus","Coregonus chadary","no"
"1429","Stenodus leucichthys","Stenodus leucichthys","Stenodus leucichthys","Stenodus leucichthys","Stenodus leucichthys","inconnu",2351343,59296,"accepted",127189,"accepted",0,"Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Stenodus","Stenodus leucichthys","yes"
"1430","Coregonus nasus","Coregonus nasus","Coregonus nasus","Coregonus nasus","Coregonus nasus","broad whitefish",2351064,348707,"accepted",274342,"accepted",0,"Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Coregonus","Coregonus nasus","yes"
"1431","Coregonus hoyi","Coregonus hoyi","Coregonus hoyi","Coregonus hoyi","Coregonus hoyi","bloater",2351195,59862,"accepted",1049459,"accepted",1,"Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Coregonus","Coregonus hoyi","no"
"1432","Clupeichthys aesarnensis","Clupeichthys aesarnensis","Clupeichthys aesarnensis","Clupeichthys aesarnensis","Clupeichthys aesarnensis","Thai river sprat",2412926,689640,"accepted",1012164,"accepted",1,"Animalia","Chordata","Teleostei","Clupeiformes","Ehiravidae","Clupeichthys","Clupeichthys aesarnensis","no"
"1433","Oligocottus maculosus","Oligocottus maculosus","Oligocottus maculosus","Oligocottus maculosus","Oligocottus maculosus","tidepool sculpin",2333746,328410,"accepted",281872,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Cottidae","Oligocottus","Oligocottus maculosus","yes"
"1434","Oligocottus snyderi","Oligocottus snyderi","Oligocottus snyderi","Oligocottus snyderi","Oligocottus snyderi","fluffy sculpin",2333742,459052,"accepted",281875,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Cottidae","Oligocottus","Oligocottus snyderi","yes"
"1435","Clinocottus analis","Clinocottus analis","Clinocottus analis","Clinocottus analis","Clinocottus analis","woolly sculpin",2333868,304258,"accepted",280219,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Cottidae","Clinocottus","Clinocottus analis","yes"
"1436","Clinocottus globiceps","Clinocottus globiceps","Clinocottus globiceps","Clinocottus globiceps","Clinocottus globiceps","mosshead sculpin",2333870,459047,"accepted",280221,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Cottidae","Clinocottus","Clinocottus globiceps","yes"
"1437","Obliquogobius sp. KAUM:I:81140",NA,"Obliquogobius sp. KAUM:I:81140",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Obliquogobius","Obliquogobius sp. KAUM:I:81140",NA
"1438","Acanthurus thompsoni","Acanthurus thompsoni","Acanthurus thompsoni","Acanthurus thompsoni","Acanthurus thompsoni","Thompson's surgeonfish",5209215,175434,"accepted",219646,"accepted",0,"Animalia","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Acanthurus","Acanthurus thompsoni","yes"
"1439","Eutaeniichthys gilli","Eutaeniichthys gilli","Eutaeniichthys gilli","Eutaeniichthys gilli","Eutaeniichthys gilli",NA,2376293,228543,"accepted",280758,"accepted",0,"Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Eutaeniichthys","Eutaeniichthys gilli","no"
"1440","Istigobius goldmanni","Istigobius goldmanni","Istigobius goldmanni","Istigobius goldmanni","Istigobius goldmanni",NA,2376257,1828452,"accepted",278034,"accepted",0,"Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Istigobius","Istigobius goldmanni","no"
"1441","Symphodus roissali","Symphodus roissali","Symphodus roissali","Symphodus roissali","Symphodus roissali","five-spotted wrasse",2384006,191726,"accepted",273573,"accepted",0,"Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Symphodus","Symphodus roissali","no"
"1442","Lepidogobius lepidus","Lepidogobius lepidus","Lepidogobius lepidus","Lepidogobius lepidus","Lepidogobius lepidus","bay goby",2379182,185746,"accepted",281292,"accepted",0,"Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Lepidogobius","Lepidogobius lepidus","yes"
"1443","Triglops macellus","Triglops macellus","Triglops macellus","Triglops macellus","Triglops macellus","roughspine sculpin",2334025,433386,"accepted",274399,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Cottidae","Triglops","Triglops macellus","yes"
"1444","Gillichthys seta","Gillichthys seta","Gillichthys seta","Gillichthys seta","Gillichthys seta","shortjaw mudsucker",2378637,79683,"accepted",280852,"accepted",0,"Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Gillichthys","Gillichthys seta","yes"
"1445","Etheostoma spectabile","Etheostoma spectabile","Etheostoma spectabile","Etheostoma spectabile","Etheostoma spectabile","orangethroat darter",2382332,54343,"accepted",954587,"accepted",1,"Animalia","Chordata","Teleostei","Perciformes","Percidae","Etheostoma","Etheostoma spectabile","no"
"1446","Pachyurus bonariensis","Pachyurus bonariensis","Pachyurus bonariensis","Pachyurus bonariensis","Pachyurus bonariensis",NA,5212481,1563991,"accepted",1013991,"accepted",1,"Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sciaenidae","Pachyurus","Pachyurus bonariensis","no"
"1447","Pseudoblennius percoides","Pseudoblennius percoides","Pseudoblennius percoides","Pseudoblennius percoides","Pseudoblennius percoides","sunrise",2333897,1508110,"accepted",282410,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Cottidae","Pseudoblennius","Pseudoblennius percoides","no"
"1448","Callogobius sp. KAUM:I:104414",NA,"Callogobius sp. KAUM:I:104414",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Callogobius","Callogobius sp. KAUM:I:104414",NA
"1449","Valenciennea puellaris","Valenciennea puellaris","Valenciennea puellaris","Valenciennea puellaris","Valenciennea puellaris","maiden goby",2377331,586872,"accepted",219595,"accepted",0,"Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Valenciennea","Valenciennea puellaris","no"
"1450","Callogobius maculipinnis","Callogobius maculipinnis","Callogobius maculipinnis","Callogobius maculipinnis","Callogobius maculipinnis",NA,2379342,2569857,"accepted",219408,"accepted",0,"Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Callogobius","Callogobius maculipinnis","no"
"1451","Synchirus gilli","Synchirus gilli","Synchirus gilli","Synchirus gilli","Synchirus gilli","manacled sculpin",2334298,740936,"accepted",282921,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Cottidae","Synchirus","Synchirus gilli","yes"
"1452","Nomeus gronovii","Nomeus gronovii","Nomeus gronovii","Nomeus gronovii","Nomeus gronovii","man-of-war fish",2381886,1003968,"accepted",126991,"accepted",0,"Animalia","Chordata","Teleostei","Scombriformes","Nomeidae","Nomeus","Nomeus gronovii","yes"
"1453","Symphodus ocellatus","Symphodus ocellatus","Symphodus ocellatus","Symphodus ocellatus","Symphodus ocellatus",NA,9740273,130472,"accepted",273572,"accepted",0,"Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Symphodus","Symphodus ocellatus","no"
"1454","Symphodus melops","Symphodus melops","Symphodus melops","Symphodus melops","Symphodus melops","corkwing wrasse",2383978,171736,"accepted",273571,"accepted",0,"Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Symphodus","Symphodus melops","no"
"1455","Etheostoma burri","Etheostoma burri","Etheostoma burri","Etheostoma burri","Etheostoma burri","brook darter",2382278,255462,"accepted",1010617,"accepted",1,"Animalia","Chordata","Teleostei","Perciformes","Percidae","Etheostoma","Etheostoma burri","no"
"1456","Symphodus mediterraneus","Symphodus mediterraneus","Symphodus mediterraneus","Symphodus mediterraneus","Symphodus mediterraneus",NA,2384029,202598,"accepted",273569,"accepted",0,"Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Symphodus","Symphodus mediterraneus","no"
"1457","Symphodus cinereus","Symphodus cinereus","Symphodus cinereus","Symphodus cinereus","Symphodus cinereus","grey wrasse",2384043,191724,"accepted",273567,"accepted",0,"Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Symphodus","Symphodus cinereus","no"
"1458","Etheostoma punctulatum","Etheostoma punctulatum","Etheostoma punctulatum","Etheostoma punctulatum","Etheostoma punctulatum","stippled darter",2382276,255465,"accepted",1419163,"accepted",1,"Animalia","Chordata","Teleostei","Perciformes","Percidae","Etheostoma","Etheostoma punctulatum","no"
"1459","Ophiocara porocephala","Ophiocara porocephala","Ophiocara porocephala","Ophiocara porocephala","Ophiocara porocephala","northern mud gudgeon",2386201,86248,"accepted",219359,"accepted",0,"Animalia","Chordata","Teleostei","Gobiiformes","Eleotridae","Ophiocara","Ophiocara porocephala","no"
"1460","Parachaeturichthys polynema","Parachaeturichthys polynema","Parachaeturichthys polynema","Parachaeturichthys polynema","Parachaeturichthys polynema",NA,2378382,376886,"accepted",219534,"accepted",0,"Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Parachaeturichthys","Parachaeturichthys polynema","no"
"1461","Nautichthys oculofasciatus","Nautichthys oculofasciatus","Nautichthys oculofasciatus","Nautichthys oculofasciatus","Nautichthys oculofasciatus","sailfin sculpin",2335124,428032,"accepted",254542,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Hemitripteridae","Nautichthys","Nautichthys oculofasciatus","yes"
"1462","Gillichthys mirabilis","Gillichthys mirabilis","Gillichthys mirabilis","Gillichthys mirabilis","Gillichthys mirabilis","long-jawed mudsucker",2378639,8222,"accepted",280851,"accepted",0,"Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Gillichthys","Gillichthys mirabilis","yes"
"1463","Boleophthalmus pectinirostris","Boleophthalmus pectinirostris","Boleophthalmus pectinirostris","Boleophthalmus pectinirostris","Boleophthalmus pectinirostris","great blue-spotted mudskipper",2378429,150288,"accepted",279926,"accepted",0,"Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Boleophthalmus","Boleophthalmus pectinirostris","no"
"1464","Oxyurichthys cornutus","Oxyurichthys cornutus","Oxyurichthys cornutus","Oxyurichthys cornutus","Oxyurichthys cornutus",NA,2378010,1916822,"accepted",273455,"accepted",0,"Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Oxyurichthys","Oxyurichthys cornutus","no"
"1465","Oligolepis acutipennis","Oligolepis acutipennis","Oligolepis acutipennis","Oligolepis acutipennis","Oligolepis acutipennis","sharptail goby",5208855,150312,"accepted",219521,"accepted",0,"Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Oligolepis","Oligolepis acutipennis","no"
"1466","Valenciennea longipinnis","Valenciennea longipinnis","Valenciennea longipinnis","Valenciennea longipinnis","Valenciennea longipinnis","long-finned goby",2377347,586870,"accepted",277032,"accepted",0,"Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Valenciennea","Valenciennea longipinnis","no"
"1467","Oxyurichthys auchenolepis","Oxyurichthys auchenolepis","Oxyurichthys auchenolepis","Oxyurichthys auchenolepis","Oxyurichthys auchenolepis","scaly-nape tentacle goby",2377999,2057060,"accepted",273454,"accepted",0,"Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Oxyurichthys","Oxyurichthys auchenolepis","no"
"1468","Cryptocentroides insignis","Cryptocentroides insignis","Cryptocentroides insignis","Cryptocentroides insignis","Cryptocentroides insignis","insignia prawn-goby",2377283,2057063,"accepted",280446,"accepted",0,"Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Cryptocentroides","Cryptocentroides insignis","no"
"1469","Callogobius sclateri","Callogobius sclateri","Callogobius sclateri","Callogobius sclateri","Callogobius sclateri","Pacific goby",2379382,166739,"accepted",219410,"accepted",0,"Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Callogobius","Callogobius sclateri","no"
"1470","Oxyurichthys lonchotus","Oxyurichthys lonchotus","Oxyurichthys lonchotus","Oxyurichthys lonchotus","Oxyurichthys lonchotus","speartail goby",2378005,1366232,"accepted",273459,"accepted",0,"Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Oxyurichthys","Oxyurichthys lonchotus","no"
"1471","Stenogobius sp. TANEKAWA-HAZE",NA,"Stenogobius sp. TANEKAWA-HAZE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Stenogobius","Stenogobius sp. TANEKAWA-HAZE",NA
"1472","Stenogobius genivittatus","Stenogobius genivittatus","Stenogobius genivittatus","Stenogobius genivittatus","Stenogobius genivittatus","chinstripe goby",2377230,1156144,"accepted",219567,"accepted",0,"Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Stenogobius","Stenogobius genivittatus","no"
"1473","Gymnogobius macrognathos","Gymnogobius macrognathos","Gymnogobius macrognathos","Gymnogobius macrognathos","Gymnogobius macrognathos",NA,2376361,178222,"accepted",314521,"accepted",0,"Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Gymnogobius","Gymnogobius macrognathos","no"
"1474","Pseudoblennius sp. Kirin-anahaze",NA,"Pseudoblennius sp. Kirin-anahaze",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Chordata","Teleostei","Perciformes","Cottidae","Pseudoblennius","Pseudoblennius sp. Kirin-anahaze",NA
"1475","Eumicrotremus asperrimus","Eumicrotremus asperrimus","Eumicrotremus asperrimus","Eumicrotremus asperrimus","Eumicrotremus asperrimus","Siberian lumpsucker",2336876,1302273,"accepted",254533,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Cyclopteridae","Eumicrotremus","Eumicrotremus asperrimus","yes"
"1476","Cyclopteropsis bergi","Cyclopteropsis bergi","Cyclopteropsis bergi","Cyclopteropsis bergi","Cyclopteropsis bergi",NA,2336834,1302285,"accepted",274485,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Cyclopteridae","Cyclopteropsis","Cyclopteropsis bergi","no"
"1477","Cyclopteropsis lindbergi","Cyclopteropsis lindbergi","Cyclopteropsis lindbergi","Cyclopteropsis lindbergi","Cyclopteropsis lindbergi",NA,2336839,1302294,"accepted",274489,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Cyclopteridae","Cyclopteropsis","Cyclopteropsis lindbergi","no"
"1478","Percina peltata","Percina peltata","Percina peltata","Percina peltata","Percina peltata","shield darter",2382039,163823,"accepted",1021027,"accepted",1,"Animalia","Chordata","Teleostei","Perciformes","Percidae","Percina","Percina peltata","no"
"1479","Etheostoma osburni","Etheostoma osburni","Etheostoma osburni","Etheostoma osburni","Etheostoma osburni","candy darter",2382323,328269,"accepted",1525436,"accepted",1,"Animalia","Chordata","Teleostei","Perciformes","Percidae","Etheostoma","Etheostoma osburni","no"
"1480","Etheostoma nigripinne","Etheostoma nigripinne","Etheostoma nigripinne","Etheostoma nigripinne","Etheostoma nigripinne","blackfin darter",2382370,91958,"accepted",1011946,"accepted",1,"Animalia","Chordata","Teleostei","Perciformes","Percidae","Etheostoma","Etheostoma nigripinne","no"
"1481","Symphodus tinca","Symphodus tinca","Symphodus tinca","Symphodus tinca","Symphodus tinca",NA,2383970,202600,"accepted",273575,"accepted",0,"Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Symphodus","Symphodus tinca","no"
"1482","Favonigobius melanobranchus","Favonigobius melanobranchus","Favonigobius melanobranchus","Favonigobius melanobranchus","Favonigobius melanobranchus","blackthroat goby",2377668,508055,"accepted",280775,"accepted",0,"Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Favonigobius","Favonigobius melanobranchus","no"
"1483","Acentrogobius moloanus","Acentrogobius moloanus","Acentrogobius moloanus","Acentrogobius moloanus","Acentrogobius moloanus","barcheek amoya",2375811,2608407,"accepted",312541,"accepted",0,"Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Acentrogobius","Acentrogobius moloanus","no"
"1484","Etheostoma nigrum","Etheostoma nigrum","Etheostoma nigrum","Etheostoma nigrum","Etheostoma nigrum","Johnny darter",2382319,54337,"accepted",590491,"accepted",1,"Animalia","Chordata","Teleostei","Perciformes","Percidae","Etheostoma","Etheostoma nigrum","no"
"1485","Oxuderces dentatus","Oxuderces dentatus","Oxuderces dentatus","Oxuderces dentatus","Oxuderces dentatus",NA,2376309,1109017,"accepted",281951,"accepted",0,"Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Oxuderces","Oxuderces dentatus","no"
