"","ncbi_species","canonicalname","rank","gbif_status","query","worms_query","worms_sciname","worms_aphiaid","original_aphiaid","worms_match","status","unacceptreason","valid_authority","kingdom","phylum","class","order","family","genus","freshwater_only","terrestrial_only","compare_name","in_region"
"1408","Hoplias sp. gr. malabaricus LMB-2020",NA,NA,NA,"Hoplias sp. gr. malabaricus LMB-2020","Hoplias+sp.+gr.+malabaricus+LMB-2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoplias sp. gr. malabaricus LMB-2020","no"
"1409","Hoplerythrinus unitaeniatus","Hoplerythrinus unitaeniatus","species","ACCEPTED","Hoplerythrinus unitaeniatus","Hoplerythrinus+unitaeniatus","Hoplerythrinus unitaeniatus",1020986,1020986,"Hoplerythrinus unitaeniatus","accepted",NA,"(Spix & Agassiz, 1829)","Animalia","Chordata","Teleostei","Characiformes","Erythrinidae","Hoplerythrinus",1,0,"Hoplerythrinus unitaeniatus","no"
"1410","Leptoderma retropinna","Leptoderma retropinna","species","ACCEPTED","Leptoderma retropinna","Leptoderma+retropinna","Leptoderma retropinna",272873,272873,"Leptoderma retropinna","accepted",NA,"Fowler, 1943","Animalia","Chordata","Teleostei","Alepocephaliformes","Alepocephalidae","Leptoderma",0,0,"Leptoderma retropinna","no"
"1411","Petruichthys brevis","Petruichthys brevis","species","ACCEPTED","Petruichthys brevis","Petruichthys+brevis","Yunnanilus brevis",1019474,1624506,"Petruichthys brevis","unaccepted","senior synonym","(Boulenger, 1893)","Animalia","Chordata","Teleostei","Cypriniformes","Nemacheilidae","Petruichthys",1,0,"Yunnanilus brevis","no"
"1412","Cichlasoma sanctifranciscense","Cichlasoma sanctifranciscense","species","ACCEPTED","Cichlasoma sanctifranciscense","Cichlasoma+sanctifranciscense","Cichlasoma sanctifranciscense",1012139,1012139,"Cichlasoma sanctifranciscense","accepted",NA,"Kullander, 1983","Animalia","Chordata","Teleostei","Cichliformes","Cichlidae","Cichlasoma",1,0,"Cichlasoma sanctifranciscense","no"
"1413","Barbatula nuda","Barbatula nuda","species","ACCEPTED","Barbatula nuda","Barbatula+nuda","Barbatula nuda",1020982,1020982,"Barbatula nuda","accepted",NA,"(Bleeker, 1864)","Animalia","Chordata","Teleostei","Cypriniformes","Nemacheilidae","Barbatula",1,0,"Barbatula nuda","no"
"1414","Gnathocharax sp. CBM:ZF:12623",NA,NA,NA,"Gnathocharax sp. CBM:ZF:12623","Gnathocharax+sp.+CBM:ZF:12623",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gnathocharax sp. CBM:ZF:12623","no"
"1415","Hoplias sp. I-GIA:1153",NA,NA,NA,"Hoplias sp. I-GIA:1153","Hoplias+sp.+I-GIA:1153",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoplias sp. I-GIA:1153","no"
"1416","Gnathocharax steindachneri","Gnathocharax steindachneri","species","ACCEPTED","Gnathocharax steindachneri","Gnathocharax+steindachneri","Gnathocharax steindachneri",1017358,1017358,"Gnathocharax steindachneri","accepted",NA,"Fowler, 1913","Animalia","Chordata","Teleostei","Characiformes","Acestrorhynchidae","Gnathocharax",1,0,"Gnathocharax steindachneri","no"
"1417","Megaleporinus macrocephalus","Megaleporinus macrocephalus","species","SYNONYM","Megaleporinus macrocephalus","Megaleporinus+macrocephalus","Megaleporinus macrocephalus",1524119,1524119,"Megaleporinus macrocephalus","accepted",NA,"(Garavello & Britski, 1988)","Animalia","Chordata","Teleostei","Characiformes","Anostomidae","Megaleporinus",1,0,"Megaleporinus macrocephalus","no"
"1418","Leporinus steindachneri","Leporinus steindachneri","species","ACCEPTED","Leporinus steindachneri","Leporinus+steindachneri","Hypomasticus steindachneri",1526139,1018260,"Leporinus steindachneri","unaccepted",NA,"(Eigenmann, 1907)","Animalia","Chordata","Teleostei","Characiformes","Anostomidae","Leporinus",1,0,"Hypomasticus steindachneri","no"
"1419","Myleus cf. schomburgkii XL-2018","Myleus schomburgkii","species","SYNONYM","Myleus schomburgkii","Myleus+schomburgkii","Myloplus schomburgkii",1021798,1623056,"Myleus schomburgkii","unaccepted","senior synonym","(Jardine, 1841)","Animalia","Chordata","Teleostei","Characiformes","Serrasalmidae","Myleus",1,0,"Myloplus schomburgkii","no"
"1420","Pristella maxillaris","Pristella maxillaris","species","ACCEPTED","Pristella maxillaris","Pristella+maxillaris","Pristella maxillaris",1467890,1467890,"Pristella maxillaris","accepted",NA,"(Ulrey, 1894)","Animalia","Chordata","Teleostei","Characiformes","Characidae","Pristella",1,0,"Pristella maxillaris","no"
"1421","Aphareus furca","Aphareus furca","species","ACCEPTED","Aphareus furca","Aphareus+furca","Aphareus furca",218470,218470,"Aphareus furca","accepted",NA,"(Lacepède, 1801)","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lutjanidae","Aphareus",0,0,"Aphareus furca","yes"
"1422","Triportheus auritus","Triportheus auritus","species","ACCEPTED","Triportheus auritus","Triportheus+auritus","Triportheus auritus",1418652,1418652,"Triportheus auritus","accepted",NA,"(Valenciennes, 1850)","Animalia","Chordata","Teleostei","Characiformes","Triportheidae","Triportheus",1,0,"Triportheus auritus","no"
"1423","Astyanax altiparanae","Astyanax altiparanae","species","ACCEPTED","Astyanax altiparanae","Astyanax+altiparanae","Astyanax altiparanae",1010143,1010143,"Astyanax altiparanae","accepted",NA,"Garutti & Britski, 2000","Animalia","Chordata","Teleostei","Characiformes","Characidae","Astyanax",1,0,"Astyanax altiparanae","no"
"1424","Schizodon nasutus","Schizodon nasutus","species","ACCEPTED","Schizodon nasutus","Schizodon+nasutus","Schizodon nasutus",1021295,1021295,"Schizodon nasutus","accepted",NA,"Kner, 1858","Animalia","Chordata","Teleostei","Characiformes","Anostomidae","Schizodon",1,0,"Schizodon nasutus","no"
"1425","Astyanax lacustris","Astyanax lacustris","species","ACCEPTED","Astyanax lacustris","Astyanax+lacustris","Astyanax lacustris",1259634,1259634,"Astyanax lacustris","accepted",NA,"(Lütken, 1875)","Animalia","Chordata","Teleostei","Characiformes","Characidae","Astyanax",1,0,"Astyanax lacustris","no"
"1426","Astyanax bimaculatus","Astyanax bimaculatus","species","ACCEPTED","Astyanax bimaculatus","Astyanax+bimaculatus","Astyanax bimaculatus",1023047,1023047,"Astyanax bimaculatus","accepted",NA,"(Linnaeus, 1758)","Animalia","Chordata","Teleostei","Characiformes","Characidae","Astyanax",1,0,"Astyanax bimaculatus","no"
"1427","Paramisgurnus dabryanus","Paramisgurnus dabryanus","species","ACCEPTED","Paramisgurnus dabryanus","Paramisgurnus+dabryanus","Paramisgurnus dabryanus",1020151,1020151,"Paramisgurnus dabryanus","accepted",NA,"Dabry de Thiersant, 1872","Animalia","Chordata","Teleostei","Cypriniformes","Cobitidae","Paramisgurnus",0,0,"Paramisgurnus dabryanus","yes"
"1428","Paramisgurnus dabryanus","Paramisgurnus dabryanus","species","ACCEPTED","Paramisgurnus dabryanus","Paramisgurnus+dabryanus","Paramisgurnus dabryanus",1020151,1423339,"Paramisgurnus dabryanus","unaccepted","ambiguous synonym","Dabry de Thiersant, 1872","Animalia","Chordata","Teleostei","Cypriniformes","Cobitidae","Paramisgurnus",0,0,"Paramisgurnus dabryanus","yes"
"1429","Serrasalmus elongatus","Serrasalmus elongatus","species","ACCEPTED","Serrasalmus elongatus","Serrasalmus+elongatus","Serrasalmus elongatus",1014175,1014175,"Serrasalmus elongatus","accepted",NA,"Kner, 1858","Animalia","Chordata","Teleostei","Characiformes","Serrasalmidae","Serrasalmus",1,0,"Serrasalmus elongatus","no"
"1430","Lefua echigonia","Lefua echigonia","species","ACCEPTED","Lefua echigonia","Lefua+echigonia","Lefua echigonia",1018274,1018274,"Lefua echigonia","accepted",NA,"Jordan & Richardson, 1907","Animalia","Chordata","Teleostei","Cypriniformes","Nemacheilidae","Lefua",1,0,"Lefua echigonia","no"
"1431","Oligosarcus argenteus","Oligosarcus argenteus","species","ACCEPTED","Oligosarcus argenteus","Oligosarcus+argenteus","Oligosarcus argenteus",1013266,1013266,"Oligosarcus argenteus","accepted",NA,"Günther, 1864","Animalia","Chordata","Teleostei","Characiformes","Characidae","Oligosarcus",1,0,"Oligosarcus argenteus","no"
"1432","Oligosarcus macrolepis","Oligosarcus macrolepis","species","ACCEPTED","Oligosarcus macrolepis","Oligosarcus+macrolepis","Oligosarcus macrolepis",1422584,1422584,"Oligosarcus macrolepis","accepted",NA,"(Steindachner, 1877)","Animalia","Chordata","Teleostei","Characiformes","Characidae","Oligosarcus",1,0,"Oligosarcus macrolepis","no"
"1433","Megaleporinus garmani","Megaleporinus garmani","species","SYNONYM","Megaleporinus garmani","Megaleporinus+garmani","Megaleporinus garmani",1525489,1525489,"Megaleporinus garmani","accepted",NA,"(Borodin, 1929)","Animalia","Chordata","Teleostei","Characiformes","Anostomidae","Megaleporinus",1,0,"Megaleporinus garmani","no"
"1434","Parakneria cameronensis","Parakneria cameronensis","species","ACCEPTED","Parakneria cameronensis","Parakneria+cameronensis","Parakneria cameronensis",1017980,1017980,"Parakneria cameronensis","accepted",NA,"(Boulenger, 1909)","Animalia","Chordata","Teleostei","Gonorynchiformes","Kneriidae","Parakneria",1,0,"Parakneria cameronensis","no"
"1435","Hemiodus unimaculatus","Hemiodus unimaculatus","species","ACCEPTED","Hemiodus unimaculatus","Hemiodus+unimaculatus","Hemiodus unimaculatus",874259,874259,"Hemiodus unimaculatus","accepted",NA,"(Bloch, 1794)","Animalia","Chordata","Teleostei","Characiformes","Hemiodontidae","Hemiodus",1,0,"Hemiodus unimaculatus","no"
"1436","Osteoglossum bicirrhosum","Osteoglossum bicirrhosum","species","ACCEPTED","Osteoglossum bicirrhosum","Osteoglossum+bicirrhosum","Osteoglossum bicirrhosum",1026694,1026694,"Osteoglossum bicirrhosum","accepted",NA,"(Cuvier, 1829)","Animalia","Chordata","Teleostei","Osteoglossiformes","Osteoglossidae","Osteoglossum",1,0,"Osteoglossum bicirrhosum","no"
"1437","Osteoglossum bicirrhosum","Osteoglossum bicirrhosum","species","ACCEPTED","Osteoglossum bicirrhosum","Osteoglossum+bicirrhosum","Osteoglossum bicirrhosum",1026694,1418089,"Osteoglossum bicirrhosum","unaccepted",NA,"(Cuvier, 1829)","Animalia","Chordata","Teleostei","Osteoglossiformes","Osteoglossidae","Osteoglossum",1,0,"Osteoglossum bicirrhosum","no"
"1438","Brycon henni","Brycon henni","species","ACCEPTED","Brycon henni","Brycon+henni","Brycon henni",1017364,1017364,"Brycon henni","accepted",NA,"Eigenmann, 1913","Animalia","Chordata","Teleostei","Characiformes","Bryconidae","Brycon",1,0,"Brycon henni","no"
"1439","Chitala chitala","Chitala chitala","species","ACCEPTED","Chitala chitala","Chitala+chitala","Chitala chitala",1026796,1026796,"Chitala chitala","accepted",NA,"(Hamilton, 1822)","Animalia","Chordata","Teleostei","Osteoglossiformes","Notopteridae","Chitala",1,0,"Chitala chitala","no"
"1440","Coregonus laurettae","Coregonus laurettae","species","ACCEPTED","Coregonus laurettae","Coregonus+laurettae","Coregonus laurettae",254567,254567,"Coregonus laurettae","accepted",NA,"Bean, 1881","Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Coregonus",0,0,"Coregonus laurettae","yes"
"1441","Coregonus clupeaformis","Coregonus clupeaformis","species","ACCEPTED","Coregonus clupeaformis","Coregonus+clupeaformis","Coregonus clupeaformis",158726,158726,"Coregonus clupeaformis","accepted",NA,"(Mitchill, 1818)","Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Coregonus",0,0,"Coregonus clupeaformis","yes"
"1442","Coregonus migratorius","Coregonus migratorius","species","ACCEPTED","Coregonus migratorius","Coregonus+migratorius","Coregonus migratorius",274340,274340,"Coregonus migratorius","accepted",NA,"(Georgi, 1775)","Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Coregonus",1,0,"Coregonus migratorius","no"
"1443","Coregonus baicalensis","Coregonus baicalensis","species","ACCEPTED","Coregonus baicalensis","Coregonus+baicalensis","Coregonus baicalensis",1019719,1019719,"Coregonus baicalensis","accepted",NA,"Dybowski, 1874","Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Coregonus",1,0,"Coregonus baicalensis","no"
"1444","Coregonus artedi","Coregonus artedi","species","ACCEPTED","Coregonus artedi","Coregonus+artedi","Coregonus artedi",158725,158725,"Coregonus artedi","accepted",NA,"Lesueur, 1818","Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Coregonus",0,0,"Coregonus artedi","no"
"1445","Coregonus zenithicus","Coregonus zenithicus","species","ACCEPTED","Coregonus zenithicus","Coregonus+zenithicus","Coregonus zenithicus",567528,567528,"Coregonus zenithicus","accepted",NA,"(Jordan & Evermann, 1909)","Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Coregonus",1,0,"Coregonus zenithicus","no"
"1446","Coregonus sardinella","Coregonus sardinella","species","ACCEPTED","Coregonus sardinella","Coregonus+sardinella","Coregonus sardinella",127181,127181,"Coregonus sardinella","accepted",NA,"Valenciennes, 1848","Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Coregonus",0,0,"Coregonus sardinella","yes"
"1447","Coregonus chadary","Coregonus chadary","species","ACCEPTED","Coregonus chadary","Coregonus+chadary","Coregonus chadary",1020664,1020664,"Coregonus chadary","accepted",NA,"Dybowski, 1869","Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Coregonus",1,0,"Coregonus chadary","no"
"1448","Stenodus leucichthys","Stenodus leucichthys","species","ACCEPTED","Stenodus leucichthys","Stenodus+leucichthys","Stenodus leucichthys",127189,127189,"Stenodus leucichthys","accepted",NA,"(Güldenstädt, 1772)","Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Stenodus",0,0,"Stenodus leucichthys","yes"
"1449","Coregonus nasus","Coregonus nasus","species","ACCEPTED","Coregonus nasus","Coregonus+nasus","Coregonus nasus",274342,274342,"Coregonus nasus","accepted",NA,"(Pallas, 1776)","Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Coregonus",0,0,"Coregonus nasus","yes"
"1450","Coregonus hoyi","Coregonus hoyi","species","ACCEPTED","Coregonus hoyi","Coregonus+hoyi","Coregonus hoyi",1049459,1049459,"Coregonus hoyi","accepted",NA,"(Milner, 1874)","Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Coregonus",1,0,"Coregonus hoyi","no"
"1451","Clupeichthys aesarnensis","Clupeichthys aesarnensis","species","ACCEPTED","Clupeichthys aesarnensis","Clupeichthys+aesarnensis","Clupeichthys aesarnensis",1012164,1012164,"Clupeichthys aesarnensis","accepted",NA,"Wongratana, 1983","Animalia","Chordata","Teleostei","Clupeiformes","Ehiravidae","Clupeichthys",1,0,"Clupeichthys aesarnensis","no"
"1452","Oligocottus maculosus","Oligocottus maculosus","species","ACCEPTED","Oligocottus maculosus","Oligocottus+maculosus","Oligocottus maculosus",281872,281872,"Oligocottus maculosus","accepted",NA,"Girard, 1856","Animalia","Chordata","Teleostei","Perciformes","Cottidae","Oligocottus",0,0,"Oligocottus maculosus","yes"
"1453","Oligocottus snyderi","Oligocottus snyderi","species","ACCEPTED","Oligocottus snyderi","Oligocottus+snyderi","Oligocottus snyderi",281875,281875,"Oligocottus snyderi","accepted",NA,"Greeley, 1898","Animalia","Chordata","Teleostei","Perciformes","Cottidae","Oligocottus",0,0,"Oligocottus snyderi","yes"
"1454","Clinocottus analis","Clinocottus analis","species","ACCEPTED","Clinocottus analis","Clinocottus+analis","Clinocottus analis",280219,280219,"Clinocottus analis","accepted",NA,"(Girard, 1858)","Animalia","Chordata","Teleostei","Perciformes","Cottidae","Clinocottus",0,0,"Clinocottus analis","yes"
"1455","Clinocottus globiceps","Clinocottus globiceps","species","ACCEPTED","Clinocottus globiceps","Clinocottus+globiceps","Clinocottus globiceps",280221,280221,"Clinocottus globiceps","accepted",NA,"(Girard, 1858)","Animalia","Chordata","Teleostei","Perciformes","Cottidae","Clinocottus",0,0,"Clinocottus globiceps","yes"
"1456","Obliquogobius sp. KAUM:I:81140",NA,NA,NA,"Obliquogobius sp. KAUM:I:81140","Obliquogobius+sp.+KAUM:I:81140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Obliquogobius sp. KAUM:I:81140","no"
"1457","Acanthurus thompsoni","Acanthurus thompsoni","species","ACCEPTED","Acanthurus thompsoni","Acanthurus+thompsoni","Acanthurus thompsoni",219646,219646,"Acanthurus thompsoni","accepted",NA,"(Fowler, 1923)","Animalia","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Acanthurus",0,0,"Acanthurus thompsoni","yes"
"1458","Eutaeniichthys gilli","Eutaeniichthys gilli","species","ACCEPTED","Eutaeniichthys gilli","Eutaeniichthys+gilli","Eutaeniichthys gilli",280758,280758,"Eutaeniichthys gilli","accepted",NA,"Jordan & Snyder, 1901","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Eutaeniichthys",0,0,"Eutaeniichthys gilli","no"
"1459","Istigobius goldmanni","Istigobius goldmanni","species","ACCEPTED","Istigobius goldmanni","Istigobius+goldmanni","Istigobius goldmanni",278034,278034,"Istigobius goldmanni","accepted",NA,"(Bleeker, 1852)","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Istigobius",0,0,"Istigobius goldmanni","no"
"1460","Symphodus roissali","Symphodus roissali","species","ACCEPTED","Symphodus roissali","Symphodus+roissali","Symphodus roissali",273573,273573,"Symphodus roissali","accepted",NA,"(Risso, 1810)","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Symphodus",0,0,"Symphodus roissali","no"
"1461","Lepidogobius lepidus","Lepidogobius lepidus","species","ACCEPTED","Lepidogobius lepidus","Lepidogobius+lepidus","Lepidogobius lepidus",281292,281292,"Lepidogobius lepidus","accepted",NA,"(Girard, 1858)","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Lepidogobius",0,0,"Lepidogobius lepidus","yes"
"1462","Triglops macellus","Triglops macellus","species","ACCEPTED","Triglops macellus","Triglops+macellus","Triglops macellus",274399,274399,"Triglops macellus","accepted",NA,"(Bean, 1884)","Animalia","Chordata","Teleostei","Perciformes","Cottidae","Triglops",0,0,"Triglops macellus","yes"
"1463","Gillichthys seta","Gillichthys seta","species","ACCEPTED","Gillichthys seta","Gillichthys+seta","Gillichthys seta",280852,280852,"Gillichthys seta","accepted",NA,"(Ginsburg, 1938)","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Gillichthys",0,0,"Gillichthys seta","yes"
"1464","Etheostoma spectabile","Etheostoma spectabile","species","ACCEPTED","Etheostoma spectabile","Etheostoma+spectabile","Etheostoma spectabile",954587,954587,"Etheostoma spectabile","accepted",NA,"(Agassiz, 1854)","Animalia","Chordata","Teleostei","Perciformes","Percidae","Etheostoma",1,0,"Etheostoma spectabile","no"
"1465","Pachyurus bonariensis","Pachyurus bonariensis","species","ACCEPTED","Pachyurus bonariensis","Pachyurus+bonariensis","Pachyurus bonariensis",1013991,1013991,"Pachyurus bonariensis","accepted",NA,"Steindachner, 1879","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sciaenidae","Pachyurus",1,0,"Pachyurus bonariensis","no"
"1466","Pseudoblennius percoides","Pseudoblennius percoides","species","ACCEPTED","Pseudoblennius percoides","Pseudoblennius+percoides","Pseudoblennius percoides",282410,282410,"Pseudoblennius percoides","accepted",NA,"Günther, 1861","Animalia","Chordata","Teleostei","Perciformes","Cottidae","Pseudoblennius",0,0,"Pseudoblennius percoides","no"
"1467","Callogobius sp. KAUM:I:104414",NA,NA,NA,"Callogobius sp. KAUM:I:104414","Callogobius+sp.+KAUM:I:104414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Callogobius sp. KAUM:I:104414","no"
