asv,lca_rank,lca_taxon,kingdom,phylum,class,order,family,genus,species,method,survey,marker
ASV3339,species,Pseudocalanus sp. PsAkkeshi1,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus sp. PsAkkeshi1,best hit,depth transect atlantic,coi
ASV3347,species,Oithona similis,Eukaryota,Arthropoda,Hexanauplia,Cyclopoida,Oithonidae,Oithona,Oithona similis,best hit,depth transect atlantic,coi
ASV336,species,Calanus finmarchicus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,Calanus finmarchicus,best hit,depth transect atlantic,coi
ASV3410,family,Clausocalanidae,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,no identification,no identification,lca,depth transect atlantic,coi
ASV3414,species,Polygordius jouinae,Eukaryota,Annelida,Polychaeta,unknown order,Polygordiidae,Polygordius,Polygordius jouinae,best hit,depth transect atlantic,coi
ASV3457,species,Oithona similis,Eukaryota,Arthropoda,Hexanauplia,Cyclopoida,Oithonidae,Oithona,Oithona similis,best hit,depth transect atlantic,coi
ASV3464,species,Oithona similis,Eukaryota,Arthropoda,Hexanauplia,Cyclopoida,Oithonidae,Oithona,Oithona similis,best hit,depth transect atlantic,coi
ASV3477,species,Oithona similis,Eukaryota,Arthropoda,Hexanauplia,Cyclopoida,Oithonidae,Oithona,Oithona similis,best hit,depth transect atlantic,coi
ASV3498,species,Bos taurus,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,best hit,depth transect atlantic,coi
ASV3503,species,Lizzia blondina,Eukaryota,Cnidaria,Hydrozoa,Anthoathecata,Bougainvilliidae,Lizzia,Lizzia blondina,best hit,depth transect atlantic,coi
ASV3557,species,Oithona similis,Eukaryota,Arthropoda,Hexanauplia,Cyclopoida,Oithonidae,Oithona,Oithona similis,best hit,depth transect atlantic,coi
ASV3569,species,Homo sapiens,Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,best hit,depth transect atlantic,coi
ASV357,species,Pseudocalanus sp. PsAkkeshi1,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus sp. PsAkkeshi1,best hit,depth transect atlantic,coi
ASV3602,species,Polygordius jouinae,Eukaryota,Annelida,Polychaeta,unknown order,Polygordiidae,Polygordius,Polygordius jouinae,best hit,depth transect atlantic,coi
ASV3604,species,Bos taurus,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,best hit,depth transect atlantic,coi
ASV3645,species,Oithona similis,Eukaryota,Arthropoda,Hexanauplia,Cyclopoida,Oithonidae,Oithona,Oithona similis,best hit,depth transect atlantic,coi
ASV3665,species,Asterias rubens,Eukaryota,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Asterias,Asterias rubens,best hit,depth transect atlantic,coi
ASV3666,species,Engraulis mordax,Eukaryota,Chordata,Actinopteri,Clupeiformes,Engraulidae,Engraulis,Engraulis mordax,best hit,depth transect atlantic,coi
ASV3696,species,Maldane sarsi CMC02,Eukaryota,Annelida,Polychaeta,unknown order,Maldanidae,Maldane,Maldane sarsi CMC02,best hit,depth transect atlantic,coi
ASV3712,species,Nephtys,Eukaryota,Annelida,Polychaeta,Phyllodocida,Nephtyidae,unknown genus,Nephtys,best hit,depth transect atlantic,coi
ASV3720,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,depth transect atlantic,coi
ASV3730,species,Pseudocalanus newmani,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus newmani,best hit,depth transect atlantic,coi
ASV3735,species,Oithona similis,Eukaryota,Arthropoda,Hexanauplia,Cyclopoida,Oithonidae,Oithona,Oithona similis,best hit,depth transect atlantic,coi
ASV3737,species,Cyclopoida,Eukaryota,Arthropoda,Hexanauplia,unknown order,unknown family,unknown genus,Cyclopoida,best hit,depth transect atlantic,coi
ASV3756,species,Clymenella torquata,Eukaryota,Annelida,Polychaeta,unknown order,Maldanidae,Clymenella,Clymenella torquata,best hit,depth transect atlantic,coi
ASV3764,species,Pseudocalanus sp. PsAkkeshi1,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus sp. PsAkkeshi1,lca,depth transect atlantic,coi
ASV377,species,Oithona similis,Eukaryota,Arthropoda,Hexanauplia,Cyclopoida,Oithonidae,Oithona,Oithona similis,best hit,depth transect atlantic,coi
ASV3772,species,Bos taurus,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,best hit,depth transect atlantic,coi
ASV3798,species,Michthyops parvus,Eukaryota,Arthropoda,Malacostraca,Mysida,Mysidae,Michthyops,Michthyops parvus,lca,depth transect atlantic,coi
ASV3804,species,Oithona similis,Eukaryota,Arthropoda,Hexanauplia,Cyclopoida,Oithonidae,Oithona,Oithona similis,best hit,depth transect atlantic,coi
ASV3805,species,Oithona similis,Eukaryota,Arthropoda,Hexanauplia,Cyclopoida,Oithonidae,Oithona,Oithona similis,best hit,depth transect atlantic,coi
ASV3828,species,Bos taurus,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,best hit,depth transect atlantic,coi
ASV383,species,Meganyctiphanes norvegica,Eukaryota,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Meganyctiphanes,Meganyctiphanes norvegica,best hit,depth transect atlantic,coi
ASV3840,species,Membranipora membranacea,Eukaryota,Bryozoa,Gymnolaemata,Cheilostomatida,Membraniporidae,Membranipora,Membranipora membranacea,best hit,depth transect atlantic,coi
ASV3853,species,Oithona similis,Eukaryota,Arthropoda,Hexanauplia,Cyclopoida,Oithonidae,Oithona,Oithona similis,best hit,depth transect atlantic,coi
ASV3935,species,Diptera,Eukaryota,Arthropoda,Insecta,unknown order,unknown family,unknown genus,Diptera,best hit,depth transect atlantic,coi
ASV3956,species,Citharichthys stigmaeus,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Cyclopsettidae,Citharichthys,Citharichthys stigmaeus,best hit,depth transect atlantic,coi
ASV4031,species,Synchaeta triophthalma,Eukaryota,Rotifera,Eurotatoria,Ploima,Synchaetidae,Synchaeta,Synchaeta triophthalma,best hit,depth transect atlantic,coi
ASV4038,species,Thelepus cincinnatus,Eukaryota,Annelida,Polychaeta,Terebellida,Terebellidae,Thelepus,Thelepus cincinnatus,best hit,depth transect atlantic,coi
ASV4039,species,Polygordius jouinae,Eukaryota,Annelida,Polychaeta,unknown order,Polygordiidae,Polygordius,Polygordius jouinae,best hit,depth transect atlantic,coi
ASV4040,species,Phyllodocida,Eukaryota,Annelida,Polychaeta,unknown order,unknown family,unknown genus,Phyllodocida,best hit,depth transect atlantic,coi
ASV4052,species,Oithona similis,Eukaryota,Arthropoda,Hexanauplia,Cyclopoida,Oithonidae,Oithona,Oithona similis,best hit,depth transect atlantic,coi
ASV4065,species,Microcalanus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,unknown genus,Microcalanus,best hit,depth transect atlantic,coi
ASV4067,species,Homo sapiens,Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,best hit,depth transect atlantic,coi
ASV4072,species,Pseudocalanus newmani,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus newmani,best hit,depth transect atlantic,coi
ASV409,species,Oithona similis,Eukaryota,Arthropoda,Hexanauplia,Cyclopoida,Oithonidae,Oithona,Oithona similis,best hit,depth transect atlantic,coi
ASV411,species,Bos taurus,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,best hit,depth transect atlantic,coi
ASV413,species,Gasterosteus aculeatus,Eukaryota,Chordata,Actinopteri,Perciformes,Gasterosteidae,Gasterosteus,Gasterosteus aculeatus,best hit,depth transect atlantic,coi
ASV4133,species,Tortanus discaudatus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Tortanidae,Tortanus,Tortanus discaudatus,best hit,depth transect atlantic,coi
ASV4137,species,Diptera,Eukaryota,Arthropoda,Insecta,unknown order,unknown family,unknown genus,Diptera,best hit,depth transect atlantic,coi
ASV415,species,Proclea malmgreni,Eukaryota,Annelida,Polychaeta,Terebellida,Terebellidae,Proclea,Proclea malmgreni,lca,depth transect atlantic,coi
ASV4193,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,depth transect atlantic,coi
ASV4195,species,Oithona similis,Eukaryota,Arthropoda,Hexanauplia,Cyclopoida,Oithonidae,Oithona,Oithona similis,best hit,depth transect atlantic,coi
ASV4220,species,Oithona similis,Eukaryota,Arthropoda,Hexanauplia,Cyclopoida,Oithonidae,Oithona,Oithona similis,best hit,depth transect atlantic,coi
ASV4231,species,Acartia hudsonica,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Acartiidae,Acartia,Acartia hudsonica,best hit,depth transect atlantic,coi
ASV4278,species,Clupea harengus,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea harengus,best hit,depth transect atlantic,coi
ASV4292,species,Protosuberites sp. ZMAPOR18657,Eukaryota,Porifera,Demospongiae,Suberitida,Suberitidae,Protosuberites,Protosuberites sp. ZMAPOR18657,best hit,depth transect atlantic,coi
ASV4298,species,Hexanchus griseus,Eukaryota,Chordata,Chondrichthyes,Hexanchiformes,Hexanchidae,Hexanchus,Hexanchus griseus,best hit,depth transect atlantic,coi
ASV43,species,Podon intermedius,Eukaryota,Arthropoda,Branchiopoda,Diplostraca,Podonidae,Podon,Podon intermedius,best hit,depth transect atlantic,coi
ASV4310,species,Oithona similis,Eukaryota,Arthropoda,Hexanauplia,Cyclopoida,Oithonidae,Oithona,Oithona similis,best hit,depth transect atlantic,coi
ASV4362,species,Polygordius jouinae,Eukaryota,Annelida,Polychaeta,unknown order,Polygordiidae,Polygordius,Polygordius jouinae,best hit,depth transect atlantic,coi
ASV4400,species,Membranipora membranacea,Eukaryota,Bryozoa,Gymnolaemata,Cheilostomatida,Membraniporidae,Membranipora,Membranipora membranacea,best hit,depth transect atlantic,coi
ASV4408,species,Michthyops parvus,Eukaryota,Arthropoda,Malacostraca,Mysida,Mysidae,Michthyops,Michthyops parvus,lca,depth transect atlantic,coi
ASV4414,species,Oithona similis,Eukaryota,Arthropoda,Hexanauplia,Cyclopoida,Oithonidae,Oithona,Oithona similis,best hit,depth transect atlantic,coi
ASV4431,species,Tortanus discaudatus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Tortanidae,Tortanus,Tortanus discaudatus,best hit,depth transect atlantic,coi
ASV4458,species,Cyclopoida,Eukaryota,Arthropoda,Hexanauplia,unknown order,unknown family,unknown genus,Cyclopoida,best hit,depth transect atlantic,coi
ASV4462,species,Strongylocentrotus droebachiensis,Eukaryota,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,Strongylocentrotus droebachiensis,best hit,depth transect atlantic,coi
ASV4469,species,Clausocalanus pergens,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus pergens,best hit,depth transect atlantic,coi
ASV4483,species,Gasterosteus aculeatus,Eukaryota,Chordata,Actinopteri,Perciformes,Gasterosteidae,Gasterosteus,Gasterosteus aculeatus,best hit,depth transect atlantic,coi
ASV4484,species,Lizzia blondina,Eukaryota,Cnidaria,Hydrozoa,Anthoathecata,Bougainvilliidae,Lizzia,Lizzia blondina,best hit,depth transect atlantic,coi
ASV4500,species,Lepidogobius lepidus,Eukaryota,Chordata,Actinopteri,Gobiiformes,Gobiidae,Lepidogobius,Lepidogobius lepidus,best hit,depth transect atlantic,coi
ASV4501,species,Electra pilosa,Eukaryota,Bryozoa,Gymnolaemata,Cheilostomatida,Electridae,Electra,Electra pilosa,best hit,depth transect atlantic,coi
ASV4522,species,Polygordius jouinae,Eukaryota,Annelida,Polychaeta,unknown order,Polygordiidae,Polygordius,Polygordius jouinae,lca,depth transect atlantic,coi
ASV4541,species,Engraulis mordax,Eukaryota,Chordata,Actinopteri,Clupeiformes,Engraulidae,Engraulis,Engraulis mordax,best hit,depth transect atlantic,coi
ASV4637,species,Synchaetidae,Eukaryota,Rotifera,Eurotatoria,Ploima,unknown family,unknown genus,Synchaetidae,best hit,depth transect atlantic,coi
ASV4648,species,Polygordius jouinae,Eukaryota,Annelida,Polychaeta,unknown order,Polygordiidae,Polygordius,Polygordius jouinae,best hit,depth transect atlantic,coi
ASV4665,species,Electra pilosa,Eukaryota,Bryozoa,Gymnolaemata,Cheilostomatida,Electridae,Electra,Electra pilosa,best hit,depth transect atlantic,coi
ASV4682,species,Oithona similis,Eukaryota,Arthropoda,Hexanauplia,Cyclopoida,Oithonidae,Oithona,Oithona similis,best hit,depth transect atlantic,coi
ASV470,species,Bos taurus,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,best hit,depth transect atlantic,coi
ASV4729,species,Polygordius jouinae,Eukaryota,Annelida,Polychaeta,unknown order,Polygordiidae,Polygordius,Polygordius jouinae,best hit,depth transect atlantic,coi
ASV4732,species,Citharichthys stigmaeus,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Cyclopsettidae,Citharichthys,Citharichthys stigmaeus,best hit,depth transect atlantic,coi
ASV4766,species,Oithona similis,Eukaryota,Arthropoda,Hexanauplia,Cyclopoida,Oithonidae,Oithona,Oithona similis,best hit,depth transect atlantic,coi
ASV4777,species,Centropages hamatus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Centropagidae,Centropages,Centropages hamatus,lca,depth transect atlantic,coi
ASV4790,species,Gasterosteus aculeatus,Eukaryota,Chordata,Actinopteri,Perciformes,Gasterosteidae,Gasterosteus,Gasterosteus aculeatus,best hit,depth transect atlantic,coi
ASV4836,species,Temora longicornis,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Temoridae,Temora,Temora longicornis,best hit,depth transect atlantic,coi
ASV4852,species,Bos taurus,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,best hit,depth transect atlantic,coi
ASV492,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,depth transect atlantic,coi
ASV4941,species,Oncorhynchus nerka,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus nerka,best hit,depth transect atlantic,coi
ASV4972,species,Gasterosteus aculeatus,Eukaryota,Chordata,Actinopteri,Perciformes,Gasterosteidae,Gasterosteus,Gasterosteus aculeatus,best hit,depth transect atlantic,coi
ASV4992,species,Crisiidae,Eukaryota,Bryozoa,Stenolaemata,Cyclostomatida,unknown family,unknown genus,Crisiidae,best hit,depth transect atlantic,coi
ASV4997,species,Asterias rubens,Eukaryota,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Asterias,Asterias rubens,best hit,depth transect atlantic,coi
ASV5009,species,Bos taurus,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,best hit,depth transect atlantic,coi
ASV5073,species,Bos taurus,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,best hit,depth transect atlantic,coi
ASV5081,species,Sus scrofa,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,best hit,depth transect atlantic,coi
ASV5082,species,Bos indicus,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos indicus,best hit,depth transect atlantic,coi
ASV5086,species,Pseudocalanus moultoni,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus moultoni,best hit,depth transect atlantic,coi
ASV512,species,Bos taurus,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,best hit,depth transect atlantic,coi
ASV5122,species,Homo sapiens,Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,best hit,depth transect atlantic,coi
ASV513,species,Synchaeta vorax,Eukaryota,Rotifera,Eurotatoria,Ploima,Synchaetidae,Synchaeta,Synchaeta vorax,best hit,depth transect atlantic,coi
ASV5149,species,Bos taurus,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,best hit,depth transect atlantic,coi
ASV5199,species,Oncorhynchus nerka,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus nerka,best hit,depth transect atlantic,coi
ASV523,species,Synchaeta vorax,Eukaryota,Rotifera,Eurotatoria,Ploima,Synchaetidae,Synchaeta,Synchaeta vorax,best hit,depth transect atlantic,coi
ASV5269,species,Cottus asper,Eukaryota,Chordata,Actinopteri,Perciformes,Cottidae,Cottus,Cottus asper,best hit,depth transect atlantic,coi
ASV534,species,Aurelia aurita,Eukaryota,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,Aurelia aurita,best hit,depth transect atlantic,coi
ASV550,species,Oithona similis,Eukaryota,Arthropoda,Hexanauplia,Cyclopoida,Oithonidae,Oithona,Oithona similis,best hit,depth transect atlantic,coi
ASV56,species,Microcalanus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,unknown genus,Microcalanus,best hit,depth transect atlantic,coi
ASV586,species,Ophiopholis aculeata,Eukaryota,Echinodermata,Ophiuroidea,Amphilepidida,Ophiactidae,Ophiopholis,Ophiopholis aculeata,best hit,depth transect atlantic,coi
ASV591,species,Alcyonidium mamillatum,Eukaryota,Bryozoa,Gymnolaemata,Ctenostomatida,Alcyonidiidae,Alcyonidium,Alcyonidium mamillatum,best hit,depth transect atlantic,coi
ASV615,species,Temora longicornis,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Temoridae,Temora,Temora longicornis,best hit,depth transect atlantic,coi
ASV631,species,Bos taurus,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,best hit,depth transect atlantic,coi
ASV644,species,Bos taurus,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,best hit,depth transect atlantic,coi
ASV645,species,Bos indicus,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos indicus,best hit,depth transect atlantic,coi
ASV647,species,Dasybranchus sp. DH1,Eukaryota,Annelida,Polychaeta,unknown order,Capitellidae,Dasybranchus,Dasybranchus sp. DH1,best hit,depth transect atlantic,coi
ASV653,species,Echinarachnius parma,Eukaryota,Echinodermata,Echinoidea,Clypeasteroida,Echinarachniidae,Echinarachnius,Echinarachnius parma,best hit,depth transect atlantic,coi
ASV7,species,Bos taurus,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,best hit,depth transect atlantic,coi
ASV70,species,Synchaeta triophthalma,Eukaryota,Rotifera,Eurotatoria,Ploima,Synchaetidae,Synchaeta,Synchaeta triophthalma,lca,depth transect atlantic,coi
ASV745,species,Metridia longa,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Metridia,Metridia longa,best hit,depth transect atlantic,coi
ASV750,species,Polygordius jouinae,Eukaryota,Annelida,Polychaeta,unknown order,Polygordiidae,Polygordius,Polygordius jouinae,best hit,depth transect atlantic,coi
ASV758,species,Paracalanus sp. F AC-2013,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,Paracalanus sp. F AC-2013,best hit,depth transect atlantic,coi
ASV787,species,Cymatogaster aggregata,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata,best hit,depth transect atlantic,coi
ASV79,species,Diptera,Eukaryota,Arthropoda,Insecta,unknown order,unknown family,unknown genus,Diptera,best hit,depth transect atlantic,coi
ASV790,species,Bos indicus,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos indicus,best hit,depth transect atlantic,coi
ASV8,species,Bos indicus,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos indicus,best hit,depth transect atlantic,coi
ASV811,species,Acartia hudsonica,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Acartiidae,Acartia,Acartia hudsonica,best hit,depth transect atlantic,coi
ASV832,species,Bos indicus,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos indicus,best hit,depth transect atlantic,coi
ASV844,species,Bos indicus,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos indicus,best hit,depth transect atlantic,coi
ASV847,species,Polygordius jouinae,Eukaryota,Annelida,Polychaeta,unknown order,Polygordiidae,Polygordius,Polygordius jouinae,best hit,depth transect atlantic,coi
ASV857,species,Calanus finmarchicus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,Calanus finmarchicus,best hit,depth transect atlantic,coi
ASV865,species,Tortanus discaudatus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Tortanidae,Tortanus,Tortanus discaudatus,best hit,depth transect atlantic,coi
ASV883,species,Temora longicornis,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Temoridae,Temora,Temora longicornis,best hit,depth transect atlantic,coi
ASV910,species,Pseudocalanus newmani,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus newmani,best hit,depth transect atlantic,coi
