found_taxa,worms_name,verbatim_name,gbif_name,ncbi_name,ncbi_commonname,gbif_usagekey,ncbi_uid,gbif_status,worms_aphiaid,worms_status,freshwater_only,kingdom,phylum,class,order,family,genus
Comephorus baikalensis,Comephorus baikalensis,Comephorus baikalensis,Comephorus baikalensis,Comephorus baikalensis,,2334860,200676,accepted,1023019,accepted,1,Animalia,Chordata,Teleostei,Perciformes,Comephoridae,Comephorus
Batrachocottus talievi,Batrachocottus talievi,Batrachocottus talievi,Batrachocottus talievi,Batrachocottus talievi,,2335290,2872160,accepted,1010259,accepted,1,Animalia,Chordata,Teleostei,Perciformes,Cottocomephoridae,Batrachocottus
Batrachocottus nikolskii,Batrachocottus nikolskii,Batrachocottus nikolskii,Batrachocottus nikolskii,Batrachocottus nikolskii,fat sculpin,2335291,79686,accepted,1018973,accepted,1,Animalia,Chordata,Teleostei,Perciformes,Cottocomephoridae,Batrachocottus
Batrachocottus multiradiatus,Batrachocottus multiradiatus,Batrachocottus multiradiatus,Batrachocottus multiradiatus,Batrachocottus multiradiatus,,2335288,61628,accepted,1526123,accepted,1,Animalia,Chordata,Teleostei,Perciformes,Cottocomephoridae,Batrachocottus
Procottus major,Procottus major,Procottus major,Procottus major,Procottus major,,2335923,200675,accepted,1525012,accepted,1,Animalia,Chordata,Teleostei,Perciformes,Abyssocottidae,Procottus
Artediellus dydymovi,Artediellus dydymovi,Artediellus dydymovi,Artediellus dydymovi,Artediellus dydymovi,,2334287,2768252,accepted,274358,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Artediellus
Cottiusculus gonez,Cottiusculus gonez,Cottiusculus gonez,Cottiusculus gonez,Cottiusculus gonez,,2334246,381898,accepted,280406,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Cottiusculus
Aptocyclus ventricosus,Aptocyclus ventricosus,Aptocyclus ventricosus,Aptocyclus ventricosus,Aptocyclus ventricosus,smooth lumpsucker,2336803,181459,accepted,254299,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Cyclopteridae,Aptocyclus
Myoxocephalus scorpius,Myoxocephalus scorpius,Myoxocephalus scorpius,Myoxocephalus scorpius,Myoxocephalus scorpius,shorthorn sculpin,2333785,8097,accepted,127203,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Myoxocephalus
Myoxocephalus quadricornis,Myoxocephalus quadricornis,Myoxocephalus quadricornis,Myoxocephalus quadricornis,Myoxocephalus quadricornis,,2334327,200680,accepted,254529,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Myoxocephalus
Agonomalus proboscidalis,Agonomalus proboscidalis,Agonomalus proboscidalis,Agonomalus proboscidalis,Agonomalus proboscidalis,,2337154,1633469,accepted,279518,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Agonidae,Agonomalus
Myoxocephalus brandtii,Myoxocephalus brandtii,Myoxocephalus brandtii,Myoxocephalus brandtii,Myoxocephalus brandtii,,2333793,476918,accepted,274389,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Myoxocephalus
Astrocottus regulus,Astrocottus regulus,Astrocottus regulus,Astrocottus regulus,Astrocottus regulus,,2334267,1633505,accepted,398457,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Astrocottus
Psychrolutes phrictus,Psychrolutes phrictus,Psychrolutes phrictus,Psychrolutes phrictus,Psychrolutes phrictus,blob sculpin,2334917,320385,accepted,274678,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Psychrolutidae,Psychrolutes
Cottus carolinae,Cottus carolinae,Cottus carolinae,Cottus carolinae,Cottus carolinae,banded sculpin,2334072,147209,accepted,1044999,accepted,1,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Cottus
Bathyagonus pentacanthus,Bathyagonus pentacanthus,Bathyagonus pentacanthus,Bathyagonus pentacanthus,Bathyagonus pentacanthus,bigeye poacher,2337095,433407,accepted,254506,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Agonidae,Bathyagonus
Asprocottus pulcher,Asprocottus pulcher,Asprocottus pulcher,Asprocottus pulcher,Asprocottus pulcher,,2335941,200672,accepted,1014035,accepted,1,Animalia,Chordata,Teleostei,Perciformes,Abyssocottidae,Asprocottus
Paracottus knerii,Paracottus knerii,Paracottus knerii,Paracottus knerii,Paracottus knerii,stone sculpin,2335297,61626,accepted,1020417,accepted,1,Animalia,Chordata,Teleostei,Perciformes,Cottocomephoridae,Paracottus
Leocottus kesslerii,Leocottus kesslerii,Leocottus kesslerii,Leocottus kesslerii,Leocottus kesslerii,Kessler's sculpin,2335303,8099,accepted,1014045,accepted,1,Animalia,Chordata,Teleostei,Perciformes,Cottocomephoridae,Leocottus
Aspidophoroides monopterygius,Aspidophoroides monopterygius,Aspidophoroides monopterygius,Aspidophoroides monopterygius,Aspidophoroides monopterygius,,2337193,255537,accepted,159459,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Agonidae,Aspidophoroides
Cottiusculus nihonkaiensis,Cottiusculus nihonkaiensis,Cottiusculus nihonkaiensis,Cottiusculus nihonkaiensis,Cottiusculus nihonkaiensis,,5962226,1633458,accepted,712558,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Cottiusculus
Stellerina xyosterna,Stellerina xyosterna,Stellerina xyosterna,Stellerina xyosterna,Stellerina xyosterna,pricklebreast poacher,2337201,283639,accepted,254366,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Agonidae,Stellerina
Microcottus sellaris,Microcottus sellaris,Microcottus sellaris,Microcottus sellaris,Microcottus sellaris,,2333996,274766,accepted,254404,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Microcottus
Myoxocephalus jaok,Myoxocephalus jaok,Myoxocephalus jaok,Myoxocephalus jaok,Myoxocephalus jaok,plain sculpin,2333814,980339,accepted,254527,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Myoxocephalus
Cottunculus microps,Cottunculus microps,Cottunculus microps,Cottunculus microps,Cottunculus microps,,2334890,1042645,accepted,127235,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Psychrolutidae,Cottunculus
Cottunculus thomsonii,Cottunculus thomsonii,Cottunculus thomsonii,Cottunculus thomsonii,Cottunculus thomsonii,pallid sculpin,2334884,274781,accepted,127237,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Psychrolutidae,Cottunculus
Psychrolutes sp. MM-2017,NA,Psychrolutes sp. MM-2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Perciformes,Psychrolutidae,Psychrolutes
Myoxocephalus stelleri,Myoxocephalus stelleri,Myoxocephalus stelleri,Myoxocephalus stelleri,Myoxocephalus stelleri,Steller's sculpin,2333807,239743,accepted,154570,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Myoxocephalus
Astrocottus matsubarae,Astrocottus matsubarae,Astrocottus matsubarae,Astrocottus matsubarae,Astrocottus matsubarae,,2334266,1633504,accepted,279776,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Astrocottus
Ebinania vermiculata,Ebinania vermiculata,Ebinania vermiculata,Ebinania vermiculata,Ebinania vermiculata,,2334929,497219,accepted,274672,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Psychrolutidae,Ebinania
Odontopyxis trispinosa,Odontopyxis trispinosa,Odontopyxis trispinosa,Odontopyxis trispinosa,Odontopyxis trispinosa,pygmy poacher,2337272,320620,accepted,281836,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Agonidae,Odontopyxis
Myoxocephalus polyacanthocephalus,Myoxocephalus polyacanthocephalus,Myoxocephalus polyacanthocephalus,Myoxocephalus polyacanthocephalus,Myoxocephalus polyacanthocephalus,great sculpin,2333818,238839,accepted,254528,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Myoxocephalus
Rhamphocottus richardsonii,Rhamphocottus richardsonii,Rhamphocottus richardsonii,Rhamphocottus richardsonii,Rhamphocottus richardsonii,grunt sculpin,2336938,283636,accepted,282578,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Rhamphocottidae,Rhamphocottus
Eumicrotremus spinosus,Eumicrotremus spinosus,Eumicrotremus spinosus,Eumicrotremus spinosus,Eumicrotremus spinosus,Atlantic spiny lumpsucker,2336857,430040,accepted,127217,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Cyclopteridae,Eumicrotremus
Eumicrotremus orbis,Eumicrotremus orbis,Eumicrotremus orbis,Eumicrotremus orbis,Eumicrotremus orbis,Pacific spiny lumpsucker,2336849,433392,accepted,254535,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Cyclopteridae,Eumicrotremus
Eumicrotremus derjugini,Eumicrotremus derjugini,Eumicrotremus derjugini,Eumicrotremus derjugini,Eumicrotremus derjugini,leatherfin lumpsucker,2336862,430039,accepted,127215,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Cyclopteridae,Eumicrotremus
Cottiusculus schmidti,Cottiusculus schmidti,Cottiusculus schmidti,Cottiusculus schmidti,Cottiusculus schmidti,,2334247,381887,accepted,280407,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Cottiusculus
Psychrolutes macrocephalus,Psychrolutes macrocephalus,Psychrolutes macrocephalus,Psychrolutes macrocephalus,Psychrolutes macrocephalus,,2334900,1802973,accepted,221445,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Psychrolutidae,Psychrolutes
Cottus sp. ME,NA,Cottus sp. ME,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Cottus
Cottus reinii,Cottus reinii,Cottus reinii,Cottus reinii,Cottus reinii,,2334070,137881,accepted,1375211,accepted,1,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Cottus
Argyrocottus zanderi,Argyrocottus zanderi,Argyrocottus zanderi,Argyrocottus zanderi,Argyrocottus zanderi,,2334296,1633511,accepted,279689,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Argyrocottus
Chitonotus pugetensis,Chitonotus pugetensis,Chitonotus pugetensis,Chitonotus pugetensis,Chitonotus pugetensis,,2333761,283635,accepted,280162,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Chitonotus
Stlengis misakia,Stlengis misakia,Stlengis misakia,Stlengis misakia,Stlengis misakia,,2333938,1502867,accepted,282904,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Stlengis
Icelus cataphractus,Icelus cataphractus,Icelus cataphractus,Icelus cataphractus,Icelus cataphractus,,5201201,255716,accepted,274377,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Icelus
Eumicrotremus pacificus,Eumicrotremus pacificus,Eumicrotremus pacificus,Eumicrotremus pacificus,Eumicrotremus pacificus,balloon lumpfish,2336869,1522417,accepted,274493,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Cyclopteridae,Eumicrotremus
Icelus spatula,Icelus spatula,Icelus spatula,Icelus spatula,Icelus spatula,spatulate sculpin,5201205,980331,accepted,127200,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Icelus
Icelus bicornis,Icelus bicornis,Icelus bicornis,Icelus bicornis,Icelus bicornis,twohorn sculpin,5201203,1266872,accepted,127199,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Icelus
Eumicrotremus awae,Eumicrotremus awae,Lethotremus awae,Lethotremus awae,Lethotremus awae,,2336824,1302295,accepted,1526183,unaccepted,0,Animalia,Chordata,Teleostei,Perciformes,Cyclopteridae,Lethotremus
Ricuzenius pinetorum,Ricuzenius pinetorum,Ricuzenius pinetorum,Ricuzenius pinetorum,Ricuzenius pinetorum,,2333935,1633515,accepted,282613,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Ricuzenius
Myoxocephalus octodecemspinosus,Myoxocephalus octodecemspinosus,Myoxocephalus octodecemspinosus,Myoxocephalus octodecemspinosus,Myoxocephalus octodecemspinosus,longhorn sculpin,2333802,68557,accepted,159520,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Myoxocephalus
Icelus mororanis,Icelus mororanis,Icelus mororanis,Icelus mororanis,Icelus mororanis,,10887193,1633461,accepted,1495546,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Icelus
Icelinus borealis,Icelinus borealis,Icelinus borealis,Icelinus borealis,Icelinus borealis,northern sculpin,2334359,433388,accepted,281133,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Icelinus
Icelinus filamentosus,Icelinus filamentosus,Icelinus filamentosus,Icelinus filamentosus,Icelinus filamentosus,threadfin sculpin,2334357,274762,accepted,281136,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Icelinus
Radulinopsis derjavini,Radulinopsis derjavini,Radulinopsis derjavini,Radulinopsis derjavini,Radulinopsis derjavini,,2334331,1633516,accepted,282539,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Radulinopsis
Ereunias grallator,Ereunias grallator,Ereunias grallator,Ereunias grallator,Ereunias grallator,,2335127,1633498,accepted,280697,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Ereuniidae,Ereunias
Psychrolutes paradoxus,Psychrolutes paradoxus,Psychrolutes paradoxus,Psychrolutes paradoxus,Psychrolutes paradoxus,tadpole sculpin,2334904,980342,accepted,254566,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Psychrolutidae,Psychrolutes
Psychrolutes sigalutes,Psychrolutes sigalutes,Psychrolutes sigalutes,Psychrolutes sigalutes,Psychrolutes sigalutes,soft sculpin,2334913,557364,accepted,274679,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Psychrolutidae,Psychrolutes
Gilbertidia pustulosa,Gilbertidia pustulosa,Gilbertidia pustulosa,Gilbertidia pustulosa,Gilbertidia pustulosa,,2334864,2768304,accepted,280840,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Psychrolutidae,Gilbertidia
Cottus princeps,Cottus princeps,Cottus princeps,Cottus princeps,Cottus princeps,Klamath Lake sculpin,2334067,304287,accepted,1019153,accepted,1,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Cottus
Cottus tenuis,Cottus tenuis,Cottus tenuis,Cottus tenuis,Cottus tenuis,slender sculpin,2334150,1046055,accepted,1019174,accepted,1,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Cottus
Cottus klamathensis,Cottus klamathensis,Cottus klamathensis,Cottus klamathensis,Cottus klamathensis,marbled sculpin,2334167,304278,accepted,1018051,accepted,1,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Cottus
Enophrys diceraus,Enophrys diceraus,Enophrys diceraus,Enophrys diceraus,Enophrys diceraus,antlered sculpin,5201186,980326,accepted,154784,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Enophrys
Bero elegans,Bero elegans,Bero elegans,Bero elegans,Bero elegans,,2334063,1633513,accepted,279905,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Bero
Porocottus tentaculatus,Porocottus tentaculatus,Porocottus tentaculatus,Porocottus tentaculatus,Porocottus tentaculatus,,2334222,1633455,accepted,279432,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Porocottus
Triglops nybelini,Triglops nybelini,Triglops nybelini,Triglops nybelini,Triglops nybelini,,2334027,1042650,accepted,127206,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Triglops
Ebinania brephocephala,Ebinania brephocephala,Ebinania brephocephala,Ebinania brephocephala,Ebinania brephocephala,,2334937,1522392,accepted,274670,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Psychrolutidae,Ebinania
Icelinus pietschi,Icelinus pietschi,Icelinus pietschi,Icelinus pietschi,Icelinus pietschi,,2334348,1633450,accepted,281140,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Icelinus
Icelinus fimbriatus,Icelinus fimbriatus,Icelinus fimbriatus,Icelinus fimbriatus,Icelinus fimbriatus,fringed sculpin,2334349,320611,accepted,281137,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Icelinus
Cottus klamathensis polyporus,NA,Cottus klamathensis polyporus,Cottus klamathensis polyporus,Cottus klamathensis polyporus,,6166336,304281,synonym,NA,NA,NA,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Cottus
Yunnanilus bailianensis,Yunnanilus bailianensis,Yunnanilus bailianensis,Yunnanilus bailianensis,Yunnanilus bailianensis,,8222291,2854740,accepted,1007217,accepted,1,Animalia,Chordata,Teleostei,Cypriniformes,Nemacheilidae,Yunnanilus
Hoplias intermedius,Hoplias intermedius,Hoplias intermedius,Hoplias intermedius,Hoplias intermedius,,7992053,1053573,accepted,1043443,accepted,1,Animalia,Chordata,Teleostei,Characiformes,Erythrinidae,Hoplias
Icelinus burchami,Icelinus burchami,Icelinus burchami,Icelinus burchami,Icelinus burchami,dusky sculpin,2334351,305506,accepted,281134,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Icelinus
Ascelichthys rhodorus,Ascelichthys rhodorus,Ascelichthys rhodorus,Ascelichthys rhodorus,Ascelichthys rhodorus,,2334021,1738886,accepted,279706,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Ascelichthys
Triglops murrayi,Triglops murrayi,Triglops murrayi,Triglops murrayi,Triglops murrayi,moustache sculpin,2334048,1266884,accepted,127205,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Triglops
Cottus nozawae,Cottus nozawae,Cottus nozawae,Cottus nozawae,Cottus nozawae,,2334200,157166,accepted,1017687,accepted,1,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Cottus
Triglops jordani,Triglops jordani,Triglops jordani,Triglops jordani,Triglops jordani,,2334028,1633457,accepted,274398,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Triglops
Cottus amblystomopsis,Cottus amblystomopsis,Cottus amblystomopsis,Cottus amblystomopsis,Cottus amblystomopsis,Sakhalin sculpin,2334174,290627,accepted,274367,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Cottus
Enophrys bison,Enophrys bison,Enophrys bison,Enophrys bison,Enophrys bison,buffalo sculpin,5201188,320617,accepted,275355,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Enophrys
Hemilepidotus jordani,Hemilepidotus jordani,Hemilepidotus jordani,Hemilepidotus jordani,Hemilepidotus jordani,yellow Irish lord,2333945,274759,accepted,254522,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Hemilepidotus
Hemilepidotus papilio,Hemilepidotus papilio,Hemilepidotus papilio,Hemilepidotus papilio,Hemilepidotus papilio,butterfly sculpin,2333946,470226,accepted,254523,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Hemilepidotus
Anoplagonus inermis,Anoplagonus inermis,Anoplagonus inermis,Anoplagonus inermis,Anoplagonus inermis,smooth alligatorfish,2337170,1154603,accepted,279630,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Agonidae,Anoplagonus
Hemilepidotus gilberti,Hemilepidotus gilberti,Hemilepidotus gilberti,Hemilepidotus gilberti,Hemilepidotus gilberti,Japanese Irish lord,2333948,238838,accepted,254520,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Hemilepidotus
Hemilepidotus zapus,Hemilepidotus zapus,Hemilepidotus zapus,Hemilepidotus zapus,Hemilepidotus zapus,longfin Irish lord,2333944,274760,accepted,279414,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Hemilepidotus
Nautichthys pribilovius,Nautichthys pribilovius,Nautichthys pribilovius,Nautichthys pribilovius,Nautichthys pribilovius,eyeshade sculpin,2335122,274772,accepted,254543,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Hemitripteridae,Nautichthys
Ereunias grallator,Ereunias grallator,Ereunias cf. grallator MM-2016,Ereunias grallator,Ereunias cf. grallator MM-2016,,2335127,1913162,accepted,280697,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Ereuniidae,Ereunias
Cymatogaster aggregata,Cymatogaster aggregata,Cymatogaster aggregata,Cymatogaster aggregata,Cymatogaster aggregata,shiner perch,2389234,50794,accepted,280461,accepted,0,Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster
Phanerodon vacca,Phanerodon vacca,Phanerodon vacca,Phanerodon vacca,Phanerodon vacca,pile perch,12069709,2838341,synonym,1577347,accepted,0,Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Phanerodon
Embiotoca lateralis,Embiotoca lateralis,Embiotoca lateralis,Embiotoca lateralis,Embiotoca lateralis,striped seaperch,2389287,229144,accepted,240740,accepted,0,Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Embiotoca
Phanerodon furcatus,Phanerodon furcatus,Phanerodon furcatus,Phanerodon furcatus,Phanerodon furcatus,white seaperch,2389267,100200,accepted,240730,accepted,0,Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Phanerodon
